ACRNM__C,ABBREVIATION__C,BILLINGCITY,BILLINGCOUNTRY,BILLINGPOSTALCODE,BILLINGSTATE,BILLINGSTREET,ID,INSTITUTION_SUB_TYPE__C,INSTITUTION_TYPE__C,NAME,OPPORTUNITIES__C,PHONE,PUBLIC_PRIVATE_SECTOR__C,RELATIONSHIP_WITH_THE_BANK__C,TYPE,WEBSITE
BO-SWISSCONTACT,,La Paz,Bolivia,5033,,"Calle Jacinto Benavente # 2176, entre Fernando Guachalla y Agustín Aspiazu, SopocachiHI",0011I00000cikPmQAI,,,Fundación Suiza para el Desarrollo Técnico - Swisscontact,0,59122419965,Private Sector,,,www.swisscontact.bo
BO-TCBO,,,Bolivia,,,,0011I00000cijHbQAI,,,Tc-Bid Oficina en Bolivia,0,,,,,
BO-TROPICO,,,Bolivia,,,,0011I00000cRwHYQA0,,Business,Asociación Boliviana para la Conservación,0,,Private Sector,,,
BO-UACCP,,Coroico,Bolivia,CASILLA 7178,,"COMUNIDAD DE CARMEN PAMPAMUNICIPIO DE COROICO, PROVINCIA NOR YUNGAS",0011I00000cikiZQAQ,,Foundation,Fundación Pública Diocesana Unidad Académica Campesina ? Carmen Pampa,0,59122134565,Private Sector,,,
BO-UCB,,,Bolivia,,,CALLE 2 DE OBRAJES,0011I00000cijKfQAI,,,"Univesidad Católica Boliviana ""San Pablo""",0,591 22782222,,,,
BO-VIFE,,,Bolivia,,,AV. MARISCAL SANTA CRUZEDIFICIO PALACIO DE COMUNICACIONES,0011I00000cijI9QAI,,Government,Viceministerio de Inversion Publica y Financiamiento Externo,0,,,,,
BO-VIVIENDA,,La Paz,Bolivia,CASILLA 4000,,"AV. JUAN PABLO II NO. 606, VILLA TUNARI (EL ALTO), CASILLA 4000VILLA TUNARI (EL ALTO)",0011I00000cik6rQAA,,,Fundacion Pro Vivienda,0,5912864114,Private Sector,,,http://www.telefonos-bolivia.com/2864114_fundacion-pro-vivienda-fundaprovi
BO-VM,,,Bolivia,,,"AVE. HERNANDO SILES, NO 6023 OBRAJES",0011I00000cijHSQAY,,,Vision Mundial,0,(591) 2 2783214,,,,
BO-VOX TERRA,,Cochabamba,Bolivia,,,CALLE LOS LIRIOS Nº 2066. ALTO ARANJUEZ,0011I00000cikXAQAY,,,"Vox Terra, Comunicación para el Desarrollo, Medio Ambiente y Ecoturismo",0,59144450468,Private Sector,,,www.voxterra.org
BO-WFPBOLIVIA,WFP,Cochabamba,Bolivia,1824,,"Calle Lanza No 182, entre Ramón Rivero y Oruro, Edificio Shashelly 2do. Piso, Oficina 2 - A, Casilla 1824Edificio Banco Económico, 2do Piso",0011I00000cike6QAA,,,Water For People Bolivia,0,59144662632,Private Sector,,,http://www.aguaparaelpueblo.org/
BR-AACS,,Brasília,Brazil,,Distrito Federal,,0011I00000cij6iQAA,,Business,Asociacion de Apoyo a la Comunidad Solidaria,0,,Private Sector,,,
BR-AAE,,Curitiba,Brazil,80.410-070,Paraná,"ALAMEDA JULIA DA COSTA, 362, CASA 2- SÃOFRANCISCO",0011I00000cijHHQAY,,,Associação Aliança Empreendedora,0,5.5413E+11,Private Sector,,,http://aliancaempreendedora.org.br/en/
BR-AAI,,,Brazil,CEP 69400-000,,"RODOVIA MANOEL URBANO, KM 77",0011I00000cijCAQAY,,Business,Amazon Açaí Industrial Ltda.,0,+1 310 780 4154,Private Sector,,,
BR-ABC-ADE,,Santo André,Brazil,,São Paulo,"Av. Ramiro Colleoni 5, Centro - Santo André",0011I00000cRwHzQAK,,,Agencia de Desarrollo Económico de Grande,0,5.51144E+11,Mixed,,,http://www.agenciagabc.com.br/
BR-ABCC,,Natal,Brazil,59064-670,Rio Grande do Norte,"Rua Valdir Targino, 3625 - Candelária",0011I00000cij4pQAA,Business Association/Chamber,Business,Asociacion Brasilera Creadores Camaron,0,5.58432E+11,Private Sector,,,http://abccam.com.br/
BR-ABNT,ABNT,Rio De Janeiro,Brazil,20031-901,Rio de Janeiro,"AV. 13 DE MAIO, NR. 13 SALA 2.705",0011I00000cijBzQAI,Business Association/Chamber,Business,Associação Brasileira de Normas Técnicas,0,5.5214E+11,Private Sector,,,http://www.abnt.org.br/
BR-ABVCAP,,Rio De Janeiro,Brazil,20040-005,Rio de Janeiro,Av. Rio Branco nº 123 sala 1505 - Centro,0011I00000cijBqQAI,Business Association/Chamber,Business,Brazilian Venture Capital & Private,0,5.5214E+11,Private Sector,,,http://www.abvcap.com.br/
BR-ADEABCP,,,Brazil,,,,0011I00000cij4qQAA,,Business,Agencia de Desarrollo Economico Abc Paulista,0,,Private Sector,,,
BR-ADIM,ADIM,São Luís,Brazil,65020-251,Maranhão,"Rua Osvaldo Cruz, 1055 - Centro",0011I00000cij3MQAQ,,,Associacao para o Desenvolvimento da Mulher Na Economia Informal Adim,0,5.59821E+11,Private Sector,,,http://www.ceapema.org.br
BR-AEF,AEF-Brasil,Brasília,Brazil,01452-002,Distrito Federal,"AV. BRIGADEIRO FARIA LIMA, 1461, 2 andarTORRE NORTE  JARDIM PAULISTANO",0011I00000cijEFQAY,,,Associação de Educação Financeira do Brasil,0,1131866984,Private Sector,,,http://www.aefbrasil.org.br/
BR-AFAL,DESENVOLVE,Maceió,Brazil,57035-190,Alagoas,"RUA DR. ANTONIO CANSANÇÃO, Nº 465, PONTA VERDE",0011I00000cRwILQA0,,Business,Agência de Fomento de Alagoas,0,5.58233E+11,Mixed,,,www.desenvolve-al.com.br
BR-AGR,,Goiânia,Brazil,74013-025,Goiás,"Rua 99, N.66 Qd.F 17, LT.6",0011I00000cij6RQAQ,,Government,"Agencia Goiana de Regulação, Controlé e Fiscalizaçao de Serviços Públicos",0,5.56232E+11,Public Sector,,,http://www.agr.go.gov.br/
BR-AHRNSB,HRNS Brasil,Lavras,Brazil,37.200-000,Minas Gerais,"Rua Eduardo Gomes Teixeira, 148Vila Murad",0011I00000cijCMQAY,,Foundation,Associação Hanns R. Neumann Stiftung do Brasil,0,5.53538E+11,Private Sector,,,http://www.hrnstiftung.org/
BR-AIA,,Salvador,Brazil,,Bahia,"R. Frederico Simões, 153 - Caminho das Árvores,",0011I00000cijHgQAI,,Foundation,Instituto Alianza para la Juventud,0,57712107740,Private Sector,,,www.institutoalianca.org.br/
BR-AMAZONCRED,,Belém,Brazil,66.019-900,Pará,Ed. Infante de Sagres. Rua Senador Manoel Barata,0011I00000cij8RQAQ,,,Associação de Apoio À Economia Popular da Amazônia,0,5.59132E+11,Private Sector,,,http://amazoncred.org/
BR-AMDHSA,,João Pessoa,Brazil,58040-491,Paraíba,"AV. RUI BARBOSA 1101, TORRE - 58040-491",0011I00000cij8UQAQ,,,Agência Mandalla de Desenvolvimento Holistico Sistêmico Ambiental,0,8332432621,Private Sector,,,www.agenciamandalla.org.br
BR-AMGGN,,Ceará-Mirim,Brazil,59570000,Rio Grande do Norte,"AGROVILA CANUDOS, ZONA RURAL.CANUDOS@HOTMAIL.COM",0011I00000cijAWQAY,,Business,Arco Mato Grande e Grande Natal,0,5.58495E+11,Private Sector,,,http://trade.nosis.com/pt/AGENCIA-REGIONAL-DE-COMERCIALIZACAO-DAS-REGIOES-DO-MATO-GRANDE-E-DA-GRANDE-NATAL/5263244/315/p
BR-ANDE,,Recife,Brazil,50020-050,Pernambuco,"Rua da Concórdia, 677IMBIRIBEIRA",0011I00000cRwICQA0,,,Agencia Nacional de Desarrollo Microempresarial,0,5.58131E+11,Private Sector,,,www.agenciaande.org.br
BR-ANS,,Rio De Janeiro,Brazil,20021-040,Rio de Janeiro,"Av. Augusto Severo, 84, Bairro da Glória",0011I00000cij6jQAA,,Government,Agencia Nacional de Salud Suplementaria,0,8007019656,Public Sector,,,http://www.ans.gov.br/
BR-ANTEAG,,São Paulo,Brazil,,São Paulo,"RUA MARIA 836/842, C-41 LUZ",0011I00000cRwHeQAK,,Business,Asoc Nacional Trabajadores en Empresas de Autogestion/participacion Accionaria,0,,Private Sector,,,
BR-APROCOCO,,Rio De Janeiro,Brazil,23032120,Rio de Janeiro,"RUA CASCARIA, SITIO 4 - PEDRO DA GUARATIVA",0011I00000cRwHcQAK,Business Association/Chamber,Business,Associacion Productora de Cogumelos da Costa Oeste Aprococo,0,5.52126E+11,Private Sector,,,http://trade.nosis.com/pt/ASSOCIACAO-DE-PRODUTORES-DE-COGUMELOS-E-PRODUTOS-DESIDRATADOS-DA-COSTA-OESTE/106249527/315/p
BR-ARCA,,Rio De Janeiro,Brazil,21040-360,Rio de Janeiro,"Av. Brasil, 4365 - Manguinhos",0011I00000cij4uQAA,,Business,"Sociedad del Conocimiento, Brasil",0,2138653131,Private Sector,,,http://www.arca.fiocruz.br/handle/icict/7096
BR-AS,,São Paulo,Brazil,01405-001,São Paulo,"Rua Pamplona, 1005 - 4° andar - Jardim Paulista",0011I00000cij8NQAQ,,,Artesanato Solidário: Programas de Apoioao Artesanato e a Geração de Renda,0,5.51131E+11,Private Sector,,,http://www.artesol.org.br/site/
BR-ASCOOBCENTRAL,,Salvador,Brazil,,Bahia,"AVENIDA SENHOR DOS PASSOS, 51, EM FEIRADE SANTANA",0011I00000cRwISQA0,,Business,Cooperativa Central de Crédito da Agricultura Familiar e Economía Solidaria,0,55 (75) 8148-2561,Private Sector,,,
BR-ASOMULHER,,Rio De Janeiro,Brazil,20091,Rio de Janeiro,"RUA DA CANDELARIA, 9, SALA 401",0011I00000cijAAQAY,,,Associacao Brasileira para o Desenvolvimento da Mulher,0,5.52122E+11,Private Sector,,,http://ceapg.fgv.br/node/87694
BR-AVAPE,,São Paulo,Brazil,03102-020,São Paulo,"AV. BRASIL 726, JARDIM AMÉRICA, SAO PAULOO - SP - CEP 03102-020",0011I00000cRwI7QAK,,,Associacao para Valorizacao e Promocao de Excepcionais,0,5.51131E+11,Private Sector,,,http://www.avape.org.br/
BR-BADEP,,Curitiba,Brazil,80420 902,Paraná,"AVENIDA Dr. VICENTE MACHADO 445, 7º andarC.P.6042",0011I00000cijA7QAI,,Financial Institution,"Banco de Desenvolvimento do Parana, s.a.",0,5.54133E+11,Public Sector,,,http://www.badep.pr.gov.br/
BR-BANDEPE,,Recife,Brazil,,Pernambuco,"CAIS DO APOLO, 222PO BOX 649",0011I00000cij3IQAQ,,Financial Institution,Banco do Estado de Pernambuco s.a.,0,,Public Sector,,,
BR-BCB,,,Brazil,70000,,SETOR DE AUTARQUIAS SUL,0011I00000cijIYQAY,,Financial Institution,Banco Central do Brasil,0,,,,,
BR-BDF,BDF,Lages,Brazil,88502 170,Santa Catarina,Rua Presidente Nereu Ramos 73 - Centro,0011I00000cRwHpQAK,,Financial Institution,Banco da Familia,0,5.54933E+11,Private Sector,,,http://www.bancodafamilia.org.br/contato.php
BR-BEC,,Fortaleza,Brazil,,Ceará,AGENCIA CENTRALR. BARAO RIO BRANCO 1288,0011I00000ciiyxQAA,,Financial Institution,"Banco do Estado do Ceara,s.a.",0,,Public Sector,,,
BR-BEP,,Teresina,Brazil,,Piauí,"RUA 13 DE MAIO, 307/NORTE",0011I00000ciiz0QAA,,Financial Institution,Banco do Estado do Piaui,0,,Public Sector,,,
BR-BIOMINAS,,Belo Horizonte,Brazil,31035-536,Minas Gerais,"Av. José Cândido da Silveira, 2100 - Horto",0011I00000cij6aQAA,,Foundation,Fundacion Biominas,0,55313303000,Private Sector,,,http://www.biominas.org.br/
BR-BNB,BNB Brasil,Fortaleza,Brazil,60743902,Ceará,"Av. Santos Dumont, 2456, 1º andar - Corporate Plaza Business Center - Aldeota, Fortaleza",0011I00000cij3fQAA,,Financial Institution,Banco do Nordeste do Brasil Sa,0,5.58535E+11,Public Sector,,,http://www.bnb.gov.br/
BR-BNH,,Brasília,Brazil,70092-900,Distrito Federal,"SBS Quadra 04 Lote 03/04, Edifício Sede, 21° AndarDEPARTAMENTO DE ORCAMENTO E FINANCAS",0011I00000cRwHyQAK,,Government,Caixa Economica Federal,0,5.50613E+12,Public Sector,,,ww.caixa.gov.br
BR-BRAIN,,,Brazil,5425070,,"AV NAÇÕES UNIDAS , 8501 - 11º ANDAR",0011I00000cijHfQAI,,,Brasil Investimentos e Negócios,0,5.51125E+11,,,,
BR-CAC,,Brasília,Brazil,CEP: 70.313-916,Distrito Federal,"SCS Quadra 03, Bloco A, Ed. CACB",0011I00000cij6gQAA,,Business,Confederacion de Asociaciones Comerciales de Brasil,0,6133211311,Private Sector,,,http://www.cacb.org.br/
BR-CADE,,Brasília,Brazil,70770-504,Distrito Federal,"SEPN 515 Conjunto D, Lote 4 Ed. Carlos Taurisano",0011I00000cij6VQAQ,,Government,Consejo Administrativo de Defensa Economica,0,6132218404,Public Sector,,,http://www.cade.gov.br/
BR-CAM,CAM,Recife,Brazil,50030-130,Pernambuco,"RUA DA ASSEMBLÉIA, 67 - EDF. SÃO GABRIEL- RECIFE ANTIGO - SALA 33A",0011I00000cij8QQAQ,,,Centro de Apoio Aos Microempreeendedores,0,5.59821E+11,Private Sector,,,http://www.cam.org.br/
BR-CAT,,Porto Alegre,Brazil,90030-130,Rio Grande do Sul,"Avenida Júlio de Castilhos, 596 / Cj 310 - Centro Histórico",0011I00000cij8aQAA,,,Centro de Apoio a Atividades Econômicas Informais “Ana Terra”,0,5.55132E+11,Private Sector,,,"http://www.hagah.com.br/rs/porto-alegre/local/33431,2,centro-de-apoio-e-atividades-economicas-informais-ana.html"
BR-CATIVAR,,Registro,Brazil,11900-000,São Paulo,"RUA SINFRONIO COSTA 892, SL 02-11900-000 REGISTRO SP",0011I00000cij8rQAA,,,Cooperativa de Assessoria Tecnica Integral do Vale do Ribeira,0,1135217646,Private Sector,,,http://www.cativar.com.br/
BR-CB,,,Brazil,,,,0011I00000cijKOQAY,,,Cicla Brasil,0,,,,,
BR-CBBASPB,,,Brazil,,,,0011I00000cijLBQAY,,,Banco Itau Bba s.a.,0,,,,,
BR-CDI,CDI/RN,Natal,Brazil,59012380,Rio Grande do Norte,Praca Augusto Severo 264 Ribeira Natal - RN,0011I00000cij3iQAA,,Business,Companhia de Desenvolvimento Industrial do Rio Grande do Norte,0,8432322856,Private Sector,,,
BR-CDL,CDL,Salvador,Brazil,40.060-325,Bahia,"Rua Carlos Gomes, 1063 | Edf. CDL, Aflitos",0011I00000ciiyWQAQ,Business Association/Chamber,Business,Cámara de Dirigentes Lojistas,0,5.57133E+11,Private Sector,,,http://www.cdl.com.br/
BR-CEAPE,CEAPE,Natal,Brazil,59.010-200,Rio Grande do Norte,"AV. DUQUE DE CAXIAS, 191 RIBEIRA",0011I00000cijACQAY,,,Centro de Apoio Aos Pequenos Empreendimentos Nisia Floresta,0,5.58432E+11,Private Sector,,,http://www.listadacidade.com.br/sb/1866788-ceape__centro_de_apoio_aos_pequenos_empreendimentos.html
BR-CEAPE_SP,,São Paulo,Brazil,,São Paulo,,0011I00000cilepQAA,,Business,Centro de Apoyo a Pequeños Emprendimientos del Estado de Sao Paulo,0,,Private Sector,,,
BR-CEAPE-BH,CEAPE-BH,Salvador,Brazil,CEP: 440023135,Bahia,"Rua Barão de Cotegipe, nº1750 - Centro",0011I00000cijAOQAY,,,Centro de Apoio Aos Pequenos Empreendimentos do Estado da Bahia,0,7532232694,Private Sector,,,http://www.ceapeba.org.br/
BR-CEAPEDF,,Brasília,Brazil,CEP:70.318-900,Distrito Federal,"SETOR COMERCIAL SUL-ASSOCIACAO COMERCIALDO DISTRITO FEDERAL, EDIFICIO PALACIO DO",0011I00000cij3QQAQ,Business Association/Chamber,Business,Centro de Apoio Aos Pequenos Empreendimentos do Distrito Federal,0,,Private Sector,,,
BR-CEAPEES,,Vitória,Brazil,30010-003,Espírito Santo,"AV. JERONIMO MONTEIRO NO. 935, 6 ANDAR - CENTRO6 ANDAR - CENTRO",0011I00000cijAPQAY,,,Centro de Apoio Aos Pequenos Empreendimentos Estado do Espirito Santo,0,5.52732E+11,Private Sector,,,https://plus.google.com/103113557525566686559/about?gl=pt&hl=pt-PT
BR-CEAPE-GO,CEAPE,Anápolis,Brazil,75.020-100,Goiás,Avenida Goiás Nº 587 Centro,0011I00000cijAQQAY,,,Centro de Apoio Aos Pequenos Empreendimentos do Estado de Goias,0,5.50623E+12,Private Sector,,,http://ceape-go.org.br/
BR-CEAPE-MA,CEAPE-MA,São Luís,Brazil,6502021,Maranhão,"RUA OSWALDO CRUZ, 1246 - CENTRO",0011I00000cRwIUQA0,,,Centro de Apoio Aos Pequenos Emprendimentos do Maranhao,0,5.50982E+12,Private Sector,,,www.ceapema.org.br
BR-CEAPEPARA,,Belém,Brazil,66.010-010,Pará,"RUA ASSIS DE VASCONCELOS Nº 396, 208, ampina, Belém",0011I00000cijARQAY,,,Centro de Apoio Aos Pequenos Empreendimentos do Estado do Para,0,5.59132E+11,Private Sector,,,http://www.guiamais.com.br/local/ceape+centro+de+apoio+aos+pequenos+empreendimentos-consultores+de+empresas-belem-pa-13438979-2
BR-CEAPEPBCO,,,Brazil,,,"AV. VISCONDE DE SUASSUNA, 255CEP 50050-540",0011I00000cijECQAY,,Business,Centro de Apoio Aos Pequenos Empreendimentos de Pernambuco,0,,,,,
BR-CEAPE-PE,CEAPE-PE,Recife,Brazil,50.050-540,Pernambuco,"AV. VISCONDE SUASSUNA NO.255, BOA VISTABOA VISTA",0011I00000cij3NQAQ,,,Centro de Apoio Aos Pequenos Empreendimentos do Estado de Pernambuco,0,5.58132E+11,Private Sector,,,http://ceape-pe.org.br/
BR-CEAPE-PI,CEAPE-PI,Teresina,Brazil,64.017-650,Piauí,"Rua Eliseu Martins, 2095 - Centro, TeresinaBAIRRO REDENCAO, ED.ALBANO FRANCO",0011I00000cijATQAY,,,Centro de Apoio Aos Pequenos Empreendimentos do Estado do Piaui,0,5.58631E+11,Private Sector,,,http://www.ceapepi.org.br/
BR-CEAPEPIBA,CEAPE-PB,Campina Grande,Brazil,58101-000,Paraíba,"Rua Vidal de Negreiros, 18Address Line 2",0011I00000cijASQAY,,,Centro de Apoio Aos Pequenos Empreendimentos do Estado da Paraiba,0,5.58333E+11,Private Sector,,,http://www.ceapepb.org.br/
BR-CEAPE-RGS,,Porto Alegre,Brazil,90.030-130,Rio Grande do Sul,"RUA JULIO DE CASTILHO NO.596, 2 ANDAR, SALAS 304-310SALAS 304-310",0011I00000cij3OQAQ,,,Centro de Apoio Aos Pequenos Empreendimentos Estado Rio Grande do Sul,0,5.55132E+11,Private Sector,,,http://trade.nosis.com/pt/CENTRO-DE-APOIO-AOS-PEQUENOS-EMPREEND-ANA-TERRA-CEAPERS/106831813/315/p#.U6FsJfldV-M
BR-CEAPE-SE,CEAPE-SE,Aracaju,Brazil,49.075-070,Sergipe,"Av. Edésio Vieira de Melo, 550, Suissa, AracajuSuissa, Aracaju - SE",0011I00000cijAUQAY,,,"Centro de Apoio Aos Pequenos Empreendimentos do Estado de Sergipe""jo""",0,5.57932E+11,Private Sector,,,http://www.ceapese.org.br/
BR-CEAPESGPE,,,Brazil,,,"AV. GONCALO ROLLEMBERG, 1283 - CENTROCEP 49010-410",0011I00000cijEDQAY,,Business,Centro de Apoio Aos Pequenos Empreendimentos de Sergipe,0,,,,,
BR-CEAPE-SP,CEAPE-SP,São Paulo,Brazil,,São Paulo,"RUA 07 DE ABRIL NO.342 1 ANDAR, SALA 15",0011I00000cij3PQAQ,,,Centro de Apoio Aos Pequenos Empreendimentos do Estado de Sao Paulo,0,,Private Sector,,,
BR-CEARAH,CEARAH,Fortaleza,Brazil,60115-170,Ceará,"RUA CARLOS VASCONCELOS, 1339, Aldeota, FortalezaAldeota",0011I00000cijAKQAY,,,Centro de Estudos Articulacao en Ref.sobre Acentamiento Periferia,0,5.58533E+11,Private Sector,,,http://www.cearahperiferia.org.br/
BR-CEPCE,,São Paulo,Brazil,11960-000,São Paulo,"Rua Paula Souza, 103, El dorado, São Paulo",0011I00000cijBxQAI,,,"Centro de Educação, Profissionalização, Cultura And Empreendedorismo",0,5.51339E+11,Private Sector,,,http://cepce.org.br
BR-CERME,,Brasília,Brazil,,Distrito Federal,Campus Darcy Ribeiro - Universidade de Brasília (UnB) - Departamento de Economia,0011I00000cij3bQAA,,Business,"Centro de Excelencia en Regulacion de Mercados, Brasil",0,613307394,Private Sector,,,http://www.cerme.unb.br/
BR-CGU,,,Brazil,,,,0011I00000cijIZQAY,,Government,Controladoria Geral da Uniao,0,,,,,
BR-CNI,CNI,Brasília,Brazil,70040-903,Distrito Federal,SBN - Quadra 01 - Bloco C - Ed. Roberto Simonsen,0011I00000cRwIMQA0,Business Association/Chamber,Business,Confederacao Nacional da Industria,0,6133179000,Private Sector,,,http://www.portaldaindustria.com.br/
BR-COOPCERRADO,,Goiânia,Brazil,74.775-027,Goiás,"Rod Br 153, KM 4 - Qd. Area, Lt Area, Chacara RetiroARA RETIRO, CASA 5 - 74623-420",0011I00000cij8SQAQ,Producer association,Business,Cooperativa Mista de Agricultores Familiares do Cerrado,0,6.23E+19,Private Sector,,,
BR-COOPERCASGO,,Porto Alegre,Brazil,89245-000,Rio Grande do Sul,ROD SC 280 S/N KM 12,0011I00000cij8WQAQ,,Business,Cooperativa Escola Alunos Colégio Agrícola Senador Gomes Oliveria Ltda,0,,Private Sector,,,
BR-COOPERE,,Conceição Do Coité,Brazil,,Bahia,"Rua João Benevides, 87, Centro",0011I00000cij3VQAQ,,Financial Institution,Cooperativa Valentense de Credito Rural Ltda.,0,7532621242,Private Sector,,,
BR-CRP,,Porto Alegre,Brazil,90470-340,Rio Grande do Sul,"Av. Soledade,550 - 1001",0011I00000cileoQAA,,Business,Companhia Riograndense de Participacoes,0,55513211077,Private Sector,,,http://www.crp.com.br/
BR-CRPCP,CRP,Porto Alegre,Brazil,90470-340,Rio Grande do Sul,"Av. Soledade,550 - 1001",0011I00000cRwHiQAK,,Business,Crp Companhia de Participacoes,0,5.55132E+11,Private Sector,,,http://www.crp.com.br/home
BR-CTI,CTI,Brasília,Brazil,70.862-530,Distrito Federal,SCLN 210 BLOCO C SALA 217/218,0011I00000cij8tQAA,,,Centro de Trabalho Indigenista,0,5.56133E+11,Private Sector,,,www.trabalhoindigenista.org.br
BR-CVM,,Brasília,Brazil,70712-900,Distrito Federal,SCN Quadra 02 - Bloco A Ed. Corporate Financial Center 4° Andar - Módulo 404,0011I00000cij4lQAA,,Government,Comissao de Valores Mobiliarios,0,5.56133E+11,Public Sector,,,http://www.cvm.gov.br/
BR-CVP,,Rio De Janeiro,Brazil,22640-10,Rio de Janeiro,"Av. das Américas, 500 Bloco 13 / sala 205, Downtown - Barra da Tijuca - RJ5. DOWNTOWN - BARRA DA TIJUCA - RJ",0011I00000cijCDQAY,,Business,Oliveira Trust,0,5.52135E+11,Private Sector,,,http://www.oliveiratrust.com.br/
BR-DIEESE,,São Paulo,Brazil,01209-001,São Paulo,"Rua Aurora, 957 - 1º andar - Centro",0011I00000cij6qQAA,,,Departamento Intersindical de Estadistica e Estudos Socio-Economicos,0,1.14E+19,Private Sector,,,http://www.dieese.org.br/
BR-DYNAMO,,Rio De Janeiro,Brazil,22.440-034,Rio de Janeiro,"Av. Ataulfo de Paiva, 1235 - 6º andar, Leblon",0011I00000cRwHjQAK,,Business,"Dynamo Venture Capital Administradora Derecursos, Ltda.",0,5.52125E+11,Private Sector,,,http://www.dynamo.com.br/en
BR-ECOENGENHO,,,Brazil,,,,0011I00000cijIIQAY,,,Instituto Ecoengenho da Tecnologia Aplicao Desenvolvimento Sustentavel,0,,,,,
BR-EEPI,,Salvador,Brazil,,Bahia,"RUA ROGERIO DA FARIAS 106, RIO VERMELHO",0011I00000cRwHaQAK,,Academic Institution,Escola de Educacion Percusion Integral,0,,Private Sector,,,
BR-EMBRAPA,,Brasília,Brazil,70770-901,Distrito Federal,Parque Estação Biológica - PqEB s/nº,0011I00000cij3cQAA,,Business,Empresa Brasileira de Pesquisa Agropecuaria,0,6134484433,Mixed,,,https://www.embrapa.br
BR-ENDEAVOR,,São Paulo,Brazil,04546-042,São Paulo,"Rua Quatá, 300, Vila Olímpica",0011I00000ciiycQAA,,,Endeavor Brasil,0,5.50115E+12,Private Sector,,,http://www.endeavor.org.br
BR-ETHOS,,São Paulo,Brazil,05423-040,São Paulo,"Rua Dr. Fernandes Coelho, 85 - 10º andar - Pinheiros",0011I00000cRwHqQAK,,,Instituto Ethos de Empresas y Responsabilidad Social,0,5.51139E+11,Private Sector,,,http://www3.ethos.org.br
BR-F. GOIAS,,Goiânia,Brazil,,Goiás,PRACA CIVICA #03,0011I00000cijA6QAI,,,Fundacao Acao Social do Palacio do Governo do Estado de Goias,0,,Private Sector,,,
BR-F.AVINA,,Salvador,Brazil,41.820-774,Bahia,"Rua Frederico Simões 153, Edf. Empresarial Orlando Gomes, sala 1312, Caminho das ÁrvoresBotafogo - Rio de Janeiro - RJ",0011I00000cij8nQAA,,Foundation,Fundacion Avina,0,5.57133E+11,Private Sector,,,http://www.avina.net/
BR-FAG,,Brasília,Brazil,70170-900,Distrito Federal,"Esplanada dos Ministérios das Relações Exteriores, Bloco H, Anexo II, Trreo Sl 1, Asa Sul",0011I00000cijDsQAI,,Foundation,Fundacao Alexandre Gusmao,0,2122332079,Public Sector,,,http://www.funag.gov.br/
BR-FAT,,Campinas,Brazil,13087-010,São Paulo,"Rua Latino Coelho, 1301 - Parque Taquaral",0011I00000ciixsQAA,,,Fundacion Andres Tosello,0,1932427022,Private Sector,,,http://fat.org.br/
BR-FBB,FBB,Brasília,Brazil,70711-900,Distrito Federal,Fundação Banco do Brasil - SCN Quadra 01 - Bloco A - Edifício Number One - 10° andar,0011I00000cRwITQA0,,Foundation,Fundacion Banco do Brasil,0,5.56131E+11,Private Sector,,,http://www.fbb.org.br/
BR-FBDS,,,Brazil,,,,0011I00000cijH9QAI,,,Fundacion Brasilera para el Desarrollo Sostenible,0,,,,,
