ACRNM__C,ABBREVIATION__C,BILLINGCITY,BILLINGCOUNTRY,BILLINGPOSTALCODE,BILLINGSTATE,BILLINGSTREET,,CREATEDBYID,CREATEDDATE,DESCRIPTION,INSTITUTION_SUB_TYPE__C,INSTITUTION_TYPE__C,LASTMODIFIEDBYID,LASTMODIFIEDDATE,NAME,OPPORTUNITIES__C,PHONE,PUBLIC_PRIVATE_SECTOR__C,RELATIONSHIP_WITH_THE_BANK__C,TYPE,WEBSITE
BR-SALAO,,Belo Horizonte,Brazil,32630-730,Minas Gerais,"Rua João Silva Santos, nº 34, Santa lúcia, BetimSANTA LUCIA - BETIM",,0051I000000Pt9NQAS,2018-10-04T14:51:20.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,Salao do Encontro,0,5.51E+11,Private Sector,,,http://www.salaodoencontro.org.br/
BR-SCMAM,AccessCrédito,Manaus,Brazil,69095-120,Amazonas,Rua Florida n. 194 Bairro Cidade Nova,,0051I000000Pt9NQAS,2018-10-04T14:51:11.000Z,,,Financial Institution,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,Sociedad de Crédito al Microemprendedor Amazonas Microfinanzas,0,5.51E+12,Private Sector,,,http://www.accesscredito.com.br
BR-SCS,SCS,São Caetano Do Sul,Brazil,09540-230,São Paulo,"Avenida Fernando Simonsen, 566 - Bairro Cerâmica",,0051I000000Pt9NQAS,2018-10-04T14:50:11.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Prefectura Municipal de Sao Caetano do Sul,0,5.51E+11,Public Sector,,,http://www.saocaetanodosul.sp.gov.br/
BR-SEBRAE,SEBRAE Headquarters,Brasília,Brazil,70200645,Distrito Federal,"SGAS 604/605, módulos 30 e 31, Asa Sul, 70.200-645 Brasília",,0051I000000Pt9NQAS,2018-10-04T14:50:11.000Z,Mission: to promote competitiveness and sustainable development of micro and small businesses and promote entrepreneurship,,,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Servicio Brasilero de Apoyo a las Microsy Pequenas Empresas,0,5.56E+11,Private Sector,,,http://www.sebrae.com.br/
BR-SEBRAE/AM,,Manaus,Brazil,69010170,Amazonas,"RUA LEONARDO MALCHER, 924 - CENTRO - 2º, ANDAR - DIRETORIAANDAR - DIRETORIA",,0051I000000Pt9NQAS,2018-10-04T14:51:11.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,"Serviço Brasileiro de Apoio Às Micro e Pequenas Empresas, Amazonas",0,,Private Sector,,,
BR-SEBRAE-GOIAS,,Goiânia,Brazil,74210-240,Goiás,"Av. T-3, 1.000 - Setor Bueno, Goiânia",,0051I000000Pt9NQAS,2018-10-04T14:50:11.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Servicio Brasilero de Apoyo a Micro y Pequeña Empresa del Estado de Goiás,0,5.56E+11,Public Sector,,,www.sebraego.com.br
BR-SECMG,,Belo Horizonte,Brazil,31360-001,Minas Gerais,"Rodovia Prefeito Américo Gianetti, Bairro Serra Verde, nº 4001 BH/MG",,0051I000000Pt9NQAS,2018-10-04T14:50:11.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Secrearia de Estado de Cultura de Minas Gerais,0,5.53E+11,Public Sector,,,http://www.cultura.mg.gov.br/
BR-SEDE,,Belo Horizonte,Brazil,31630-900,Minas Gerais,"Rodovia Prefeito Américo Gianetti, s/n -, Bairro Serra Verde - Edifício Minas - 3º AndarBairro Serra Verde - Edifício Minas - 3º Andar",,0051I000000Pt9NQAS,2018-10-04T14:50:11.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Secretaría de Estado de Desarrollo Económico del Estado de Minas Gerais,0,5.53E+11,Public Sector,,,www.sedese.mg.gov.br
BR-SENAI_BA,SENAI-BA,Ibirapitanga,Brazil,42700-000,Bahia,"Avenida Luiz Tarquínio Pontes, 938 Aracuí, Lauro de Freitas",,0051I000000Pt9NQAS,2018-10-04T14:50:11.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,"Servicio Nacional de Aprendizaje Industrial, Dpto. de Bahía",0,,Private Sector,,,http://www.fieb.org.br/senai/
BR-SERVAS,,,Brazil,,,,,0051I000000Pt9NQAS,2018-10-04T14:51:50.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Servicio Voluntario de Asistencia Social,0,,,,,
BR-SESI,SESI- Depto Nacional,Brasília,Brazil,70.040-903,Distrito Federal,SBN Quadra 1 Bloco C ED. Roberto Simonsen,,0051I000000Pt9NQAS,2018-10-04T14:50:11.000Z,"Promover a qualidade de vida do trabalhador e de seus dependentes, com foco em educação, saúde e lazer, e estimular a gestão socialmente responsável da empresa industrial.A sociedade e a indústria se transformaram muito nos últimos 60 anos. Novos conceitos, ferramentas e necessidades trazem desafios continuamente, mas alguns valores não mudam. Para o SESI, o conceito de qualidade de vida sempre esteve atrelado à educação, à saúde, à cultura, ao lazer e ao esporte.    Ser um agente de serviço social da indústria significa permitir que o trabalhador e a comunidade tenham acesso a benefícios e facilidades que ultrapassam os portões das indústrias. Presente em todas as regiões e com profissionais qualificados, o SESI oferece serviços e produtos que atendem a demanda do setor industrial e contribuem para o desenvolvimento sustentável do país.",Business Association/Chamber,Business,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Servicio Social da Industria,0,5.51E+11,Private Sector,,,http://www.portaldaindustria.com.br/sesi/
BR-SFCI,,,Brazil,,,,,0051I000000Pt9NQAS,2018-10-04T14:51:50.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Secretaria Federal de Controle,0,,,,,
BR-SGSG,,Caxias Do Sul,Brazil,95020-360,Rio Grande do Sul,"Rua Ernesto Alves, 1887 - Sala 501",,0051I000000Pt9NQAS,2018-10-04T14:50:52.000Z,,,Business,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Sociedad de Garantia Serra Gaucha,0,555430210,Private Sector,,,http://www.garantiserra.org.br
BR-SICOOB,,Maringá,Brazil,87020-010,Paraná,"AVENIDA COLOMBO, 7326",,0051I000000Pt9NQAS,2018-10-04T14:50:11.000Z,,,Business,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Cooperativa de Crédito Mutuo de Pequeñosy Microempresarios de Maringá,0,55 (44)3027 6970,Private Sector,,,
BR-SICREDI,,Campo Grande,Brazil,79.040-840,Mato Grosso do Sul,"R Teldo Kasper, 467 Chacara Cachoeira",,0051I000000Pt9NQAS,2018-10-04T14:50:11.000Z,,,Financial Institution,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Cooperativa Central de Credito do Mato Grosso do Sul,0,6136122840,Private Sector,,,http://www.sicredi.com.br/
BR-SINDEREPA,,São Paulo,Brazil,04063-004,São Paulo,AV. INDIANOPOLIS 2357,,0051I000000Pt9NQAS,2018-10-04T14:50:11.000Z,,Business Association/Chamber,Business,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Sindicato da Industria de Reparacao de Vehiculos e Acessorios do Estado Sao Paul,0,1155941010,Private Sector,,,http://www.sincasjb.com.br
BR-SLTI,,Brasília,Brazil,70040-096,Distrito Federal,"Ministério do Planejamento, Orçamento e Gestão, Esplanada dos Ministérios, Brasília - DFEIRO ANDAR.",,0051I000000Pt9NQAS,2018-10-04T14:51:28.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,Secretaria de Logística e Tecnologia da Informação,0,55-61-20201400,Public Sector,,,www.planejamento.gov.br/ministerio.asp?index=7&ler=s832
BR-SNA,,Rio De Janeiro,Brazil,20021-130,Rio de Janeiro,AV. GENERAL JUSTO 171- 7 ANDARTAL 20021-130,,0051I000000Pt9NQAS,2018-10-04T14:50:11.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Sociedad Nacional de Agricultura,0,5.52E+11,Private Sector,,,http://sna.agr.br/
BR-SOFTEX,,Campinas,Brazil,13015-914,São Paulo,"Rua Irmã Serafina, 863 - 6º andar - Edifício, Sada Jorge Centro",,0051I000000Pt9NQAS,2018-10-04T14:50:11.000Z,The Association for Promotion of Brazilian Software Excellence (Softex),Business Association/Chamber,Business,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Asociación para la Promoción de la Excelencia del Software Brasilero,0,5.52E+11,Private Sector,,,http://www.softex.br/
BR-SOLIDARIUM,,Curitiba,Brazil,80540-400,Paraná,"Av Anita Garibaldi, 850, sala 708, Torre 3O 3",,0051I000000Pt9NQAS,2018-10-04T14:51:38.000Z,"To get Brazilian artisans and local producers out of poverty by connecting them with consumers and major retailers from all over the world through an online marketplace.Solidarium is a fair trade certified social business focused in connecting brazilian local producers, cooperatives and associations with consumers and major retailers from all over the world through an online marketplace. The main objective is to create the best environment for women artisans to develop their business and generate prosperity to their communities.   Solidarium doesn't charge any signup fee or monthly fee for the artisans to start selling their products. The goal is to create a win-win relationship within the network. That's why Solidarium only charges a 15% commission over sales, which means that 85% of the earnings go directly to the artisans.  Solidarium also offers to its artisans the opportunity to participate at the largest and most important design, home decor and gift shows in Europe, USA and Brazil. Events like Maison & Objet in Paris, NY Now in New York, Ambiente in Germany are some examples.  The company holds an exclusive agreement with Walmart Brazil where every artisan (independently to the size of its business) in the country can start selling online through the largest retailer in the world. Solidarium have also accomplished commercial agreements with the top retailers in the country like JC Penney Brazil (Lojas Renner), TOK STOK and Natura as part of its strategy to increase capillarity.",,Business,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,Solidarium Mercado de Artesanato e Serviços Digitais Ltda.,0,5.54E+11,Private Sector,,,http://www.solidarium.net/
BR-SPREC,,Brasília,Brazil,70040-976,Distrito Federal,"Esplanada dos Ministérios, Bloco F, Edifício Anexo, Ala ""A"", 1º andar",,0051I000000Pt9NQAS,2018-10-04T14:51:03.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Secretaria de Prevision Complementaria,0,,Public Sector,,,http://www.mpas.gov.br/
BR-SRT,,Brasília,Brazil,70056-900,Distrito Federal,"Ministério do Trabalho e Emprego, Esplanada dos Ministérios , Bloco F, Edifício Sede, Térreo, antiga sala do Protocolo Geral do MTEBloco F, Edifício Sede, Térreo, antiga sala do Protocolo Geral do MTE",,0051I000000Pt9NQAS,2018-10-04T14:51:03.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Secretaria de Relaciones del Trabajo,0,5.56E+11,Public Sector,,,http://portal.mte.gov.br/cnes/atendimento-da-secretaria-de-relacoes-do-trabalho.htm
BR-STM,,São Paulo,Brazil,01014-001,São Paulo,"Rua Boa Vista, 175PINNEIROS",,0051I000000Pt9NQAS,2018-10-04T14:51:03.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Secretaria de Transporte Metrop. Sp,0,5.51E+11,Public Sector,,,http://www.stm.sp.gov.br/
BR-STN,,,Brazil,70048-900,,"ESPANADA DOS MINISTERIOS,BLOCO P ANEXO A",,0051I000000Pt9NQAS,2018-10-04T14:51:50.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Secretaria do Tesouro Nacional Ministerio da Fazenda,0,,,,,
BR-STRATUS,Stratus Group,São Paulo,Brazil,,São Paulo,Rua Funchal 418 28th floor,,0051I000000Pt9NQAS,2018-10-04T14:50:11.000Z,Growth Capital Private Equity focused on mid-market Brazilian Companies.,,Business,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Fondo de Inversión Stratus Vc Iii para Pymes de Base Tecnológica,0,1121668800,Private Sector,,,www.stratusbr.com
BR-TB,,,Brazil,,,,,0051I000000Pt9NQAS,2018-10-04T14:51:50.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,"Telecomunicacoes da Bahia s.a., Telebahia",0,,,,,
BR-TCBR,,,Brazil,,,,,0051I000000Pt9NQAS,2018-10-04T14:51:50.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,Tc-Idb Office In Brazil,0,,,,,
BR-TECNOALTE,CETAP,Belém,Brazil,CEP: 66010-000,Pará,Av. Presidente Vargas 158 Sala 902Bairro: Centro. Belém/PA,,0051I000000Pt9NQAS,2018-10-04T14:51:20.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,Centro de Tecnologia Alternativo Populares,0,5433133611,Private Sector,,,http://www.cetapnet.com.br
BR-TEVI,FTV,Maceió,Brazil,57022-180,Alagoas,"Rua Sá e Albuquerque, 468, JaraguáJaraguá, Maceió - AL",,0051I000000Pt9NQAS,2018-10-04T14:51:11.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,Fundação Teotônio Vilela (Ftv),0,8233270728,Private Sector,,,http://ftv-al.blogspot.pt/
BR-UNICRED,,São Paulo,Brazil,,São Paulo,"RUA ALVARES PENTEADO, 184 - CENTRO - 01012-000",,0051I000000Pt9NQAS,2018-10-04T14:51:11.000Z,,,Business,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,Sistema de Apoio Crédito Educacional,0,,Private Sector,,,
BR-UNIETHOS,,São Paulo,Brazil,05423-040,São Paulo,"Rua Dr. Fernandes Coelho, 85, 10 andarSão Paulo, SP",,0051I000000Pt9NQAS,2018-10-04T14:51:38.000Z,"Educate and guide social, environmental and business leaders to help companies manage their business in a socially responsible manner, contributing to build a sustainable and fair societyConsultancy in corporate sustainability, corporate responsibility and shared value  Executive education and in-company trainings  Research on sustainability scenarios and industry sectors",,,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,Uniethos,0,5.51E+11,Private Sector,,,http://www.siteuniethos.org.br/
BR-VARDOBR,,Belém,Brazil,04710-160,Pará,"RUA BOAVENTURA DA SILVA, 1492 BAIRRO DO UMANZALBAIRRO DO UMANZAL",,0051I000000Pt9NQAS,2018-10-04T14:51:28.000Z,,,Business,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,"Var do Brasil Ambiental, Ltda (Vba)",0,5.59E+11,Private Sector,,,http://www.wwrgroup.com/en/dochterbedrijven/var-do-brasil-ambiental; http://trade.nosis.com/pt/VAR-DO-BRASIL-AMBIENTAL-LTDA/4735568/315/p?query=Var%20do%20Brasil%20Ambiental%20Ltda&pos=1#.U6FofvldW4I
BR-VBA,,Belém,Brazil,CEP 66060-060,Pará,"RUA BOAVENTURA DA SILVA, 1492",,0051I000000Pt9NQAS,2018-10-04T14:51:28.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,Fundación Vba,0,+55 91 3226 7088,Private Sector,,,
BR-VGIFDIED,,,Brazil,22440032,,AV ATAULFO DE PAIVA 341,,0051I000000Pt9NQAS,2018-10-04T14:51:57.000Z,,,Business,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Ventura Green Impact Fundo de Investimentos Em Direitos Creditórios,0,5.52E+11,,,,
BR-VIVA,,Rio De Janeiro,Brazil,22210-010,Rio de Janeiro,"Rua do Russel, 76 - Glória",,0051I000000Pt9NQAS,2018-10-04T14:50:20.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Viva Rio,0,5.52E+11,Private Sector,,,http://vivario.org.br/
BR-VMB,,Recife,Brazil,50.020-220,Pernambuco,"Rua do Fogo, 22 - 4º andar Bairro Santo Antônio",,0051I000000Pt9NQAS,2018-10-04T14:50:11.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Vision Mundial Brasil,0,5.53E+11,Private Sector,,,http://www.visaomundial.org.br/
BR-VOXCAP,Vox Capital,São Paulo,Brazil,05434-010,São Paulo,"Rua Madalena, 94Vila Madalena",,0051I000000Pt9NQAS,2018-10-04T14:51:28.000Z,"Vox Capital is Brazil's first impact investing venture capital firm, investing in innovative, high-potential businesses that serve low-income clients and whose activities contribute to increasing their life standards. Vox Capital injects capital and provides strategic advice and management support to leverage the financial results and social impacts of these businesses.     Through its portfolio, Vox Capital aims to contribute to the creation of a Brazilian cluster of profitable, large-scale businesses with social impact, capable of attracting talent, innovation and domestic and international investment. As a player in this cluster, Vox Capital intends, over time, to help improve the lives of millions of low-income individuals in Brazil.Vox Capital is a impact investing management firm, focused on managing funds targeting early and seed stage companies delivering products and services to the Brazilian low income population.",,Business,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,Vox Capital Consultoria e Assessoria Ltda,0,5.51E+11,Private Sector,,,http://www.voxcapital.com.br/
BR-VPB BRASIL,,São Paulo,Brazil,04534-003,São Paulo,"Rua Joaquim Floriano, 820, 19o. - Edif. Enterprise, Itaim bibi",,0051I000000Pt9NQAS,2018-10-04T14:51:11.000Z,,Consulting Firm,Business,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,Vpb Gestão de Investimentos e Consultoria Empresarial Ltda,0,5.51E+11,Private Sector,,,http://www.vpb.com.br/
BR-VVC,,Rio De Janeiro,Brazil,,Rio de Janeiro,Travessa da Liberdade 19 A - RocinhaROCINHA 22450-350,,0051I000000Pt9NQAS,2018-10-04T14:51:20.000Z,"Proporcionar condições de acesso ao crédito aos micro e pequenos empreendedores, especialmente nas comunidades carentes, do setor formal ou informal da economia, buscando desse modo promover o desenvolvimento sócio-econômico e a integração social no Rio de Janeiro.",,,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,Viva Cred,0,5.52E+11,Private Sector,,,http://www.vivacred.com.br/
BR-YUNUSB,,,Brazil,,,"RUA CRISTIANO VIANA, 224",,0051I000000Pt9NQAS,2018-10-04T14:51:50.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,Yunus Social Business Fund Brazil,0,55 21 98123 6260,,,,
BV-THALESLAB,ThalesLab,Road Town,"Virgin Islands, British",Road Town,,"Akara Bldg., 24 De Castro Street, Wickhams Cay 1Road Town, Tortola, British Virgin Islands",,0051I000000Pt9NQAS,2018-10-04T15:01:38.000Z,"apoyar Startups y Spin-offs tecnológicas de alto potencial en etapas tempranas de su desarrollo.  Para eso contamos con un grupo de inversores que son empresarios y ejecutivos con amplia experiencia, que se involucran en los emprendimientos que apoyamos.company builder",,Business,0051I000004QJ2KQAW,2019-05-03T16:50:58.000Z,Zero Systems Corporation -Thaleslab,0,59826012082,Private Sector,,,http://www.thaleslab.com/
CD-ADVENTURES,,Toronto,Canada,M5V2H5,Ontario,19 Charlotte Street,,0051I000000Pt9NQAS,2018-10-04T15:11:51.000Z,,,Business,0051I000004QJ2KQAW,2019-06-14T19:47:23.000Z,"G Adventures, Inc.",0,14162600999,Private Sector,,,http://www.gadventures.com
CD-CED,,Montreal,Canada,H3X 2H9,Quebec,"5160 Boul. Decarie, Office 820 - C.P. 22Office 820 - C.P. 22, Montreal (QC) Canada",,0051I000000Pt9NQAS,2018-10-04T14:51:28.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,World Center Of Excellence On Tourist Destinations,0,15148711115,Mixed,,,http://www.ced.travel
CD-E,,,Canada,,,"160, RUE SANIT-PAUL BUREAU 200",,0051I000000Pt9NQAS,2018-10-04T14:51:57.000Z,"Empresa de Consultoría con experiencia en eficiencia energética, alumbrado público en LAC.",,,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Econoler,0,14186922592,,,,
CD-ECOTIERRA,,,Canada,,,"35 BELVÉDÈRE NORTH STREET, #500",,0051I000000Pt9NQAS,2018-10-04T14:51:50.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Ecotierra,0,819-346-1000,,,,
CD-GAPADVENTURES,,Toronto,Canada,M5V 2H5,Ontario,"19 Charlotte Street, ON",,0051I000000Pt9NQAS,2018-10-04T14:51:28.000Z,,,Business,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,"Gap Adventures, Inc.",0,14162600999,Private Sector,,,http://www.gadventures.com/store/toronto/
CD-MEDA,MEDA,Toronto,Canada,N2V 2E1,Ontario,"155 FROBISHER DRIVE, SUITE I-106Waterloo, ON",,0051I000000Pt9NQAS,2018-10-04T14:51:20.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,Mennonite Economic Development Associates,0,5197251633,Private Sector,,,www.meda.org
CD-SCC,,Toronto,Canada,M2P 2A8,Ontario,"4141 YONGE STREET, SUITE 300,",,0051I000000Pt9NQAS,2018-10-04T14:51:38.000Z,"OUR MISSION is to inspire breakthroughs in the way the world treats children, and to achieve immediate and lasting change in their lives.Save the Children Canada is a member of Save the Children International, a network of 30 member organizations raising funds and operating programs domestically and internationally that focus on the issues of health and nutrition, education, HIV and AIDS, child protection, livelihoods and food security, emergency relief and child rights governance.",,,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,Save The Children Canada,0,18006685036,Private Sector,,,http://www.savethechildren.ca/
CD-SOCODEVI,SOCODEVI,Quebec,Canada,G1S 4S2,Quebec,"850, AVENUE ERNEST-GAGNON, ÉDIFICE 5, BUREAU 160Quebec (Quebec)",,0051I000000Pt9NQAS,2018-10-04T14:51:38.000Z,"SOCODEVI is a network of Canadian cooperatives and mutual organizations that support populations by focusing on collective and cooperative approaches.   Throughout its work, SOCODEVI integrates its Gender and Development policy to encourage the participation of women as well as its Environmental policy to guide its actions.   SOCODEVI contributes to sustainable development in partner countries with a view to empowering their inhabitants.  SOCODEVI relies on the commitmet of its member institutions and emphasizes the organizational model used by cooperatives, mutuals and other associations to contribute to sustainable development in countries and help empower communities.   Through a process of intercooperation and the commitment of our network, we build and consolidate cooperative enterprises and mutuals in places around the world so that they may provide quality services and build wealth among their members.  For SOCODEVI, the creation and strengthening of income-generating activities are seen as essential to ensuring sustainability for our partners in the South.  Our vision of sustainable development uses cooperatives and mutuals as the most effective formula to create, protect and distribute wealth.  SOCODEVI is currently working in Latin America, Africa and Asia and has been present in Guatemala for more than 25 years.The SOCIETE DE COOPERATION POUR LE DÉVELOPPEMENT INTERNATIONAL - SOCODEVI is a network of Canadian cooperatives and mutual organizations that support populations by focusing on collective and cooperative approaches that promote autonomy and capacity building in order to create, protect and distribute wealth.  SOCODEVI has executed numerous studies and large projects financed by international financial institutions such as the Canadian International Development Agency - CIDA, the Agence française de développement - AFD, the World Bank -WB, the Inter-American Development Bank -IDB, the United Nations Development Programme - UNDP, the Gates Foundation, amoung others.  SOCODEVI is an organization mainly recognized for tis competencies in developing and strengthening the structure of cooperative enterprises, in promoting networks or marketing systems for goods and services, in elaborating  and offering training programs, in capacity development, in support-advice, in developing systems and management tools, as well as in managing local development projects and using results based management approach and sound financial management.",,,0051I000004QJ2KQAW,2019-06-14T19:47:14.000Z,Sociedad de Cooperacion para el Desarrollo Internacional,0,14186837225,Private Sector,,,http://www.socodevi.org
